,TEAM,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,index_OPP,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,WIN,GAME_ID
126,Alabama ,23,54,15,30,8,24,10,14,6,15,13,7,1,18,13,64,0.1851851851851851,0.7222222222222222,2021,9,16,5,5,4,11,3,5,2,5,3,1,1,4,2,23,0.3333333333333333,1.0,1,Maryland ,42,68,35,51,7,17,9,13,11,24,22,13,4,13,18,100,0.1323529411764706,1.6923076923076923,6,10,5,8,2,4,2,2,2,5,8,4,1,4,4,13,0.2,4.0,,63
127,Maryland ,42,68,35,51,7,17,9,13,11,24,22,13,4,13,18,100,0.1323529411764706,1.6923076923076923,2021,6,10,5,8,2,4,2,2,2,5,8,4,1,4,4,13,0.2,4.0,0,Alabama ,23,54,15,30,8,24,10,14,6,15,13,7,1,18,13,64,0.1851851851851851,0.7222222222222222,9,16,5,5,4,11,3,5,2,5,3,1,1,4,2,23,0.3333333333333333,1.0,,63
128,Arizona ,20,50,13,31,7,19,22,31,3,31,10,8,3,12,21,69,0.44,0.8333333333333334,2021,7,17,3,8,4,9,8,11,1,6,4,3,1,3,5,26,1.5,2.0,1,Connecticut ,20,56,15,44,5,12,14,20,4,27,11,4,2,12,23,59,0.25,0.9166666666666666,7,17,5,11,2,6,6,6,1,6,4,2,1,3,5,20,0.4615384615384615,1.5,,64
129,Connecticut ,20,56,15,44,5,12,14,20,4,27,11,4,2,12,23,59,0.25,0.9166666666666666,2021,7,17,5,11,2,6,6,6,1,6,4,2,1,3,5,20,0.4615384615384615,1.5,0,Arizona ,20,50,13,31,7,19,22,31,3,31,10,8,3,12,21,69,0.44,0.8333333333333334,7,17,3,8,4,9,8,11,1,6,4,3,1,3,5,26,1.5,2.0,,64
130,Arizona ,17,60,11,38,6,22,13,18,5,22,5,12,2,6,11,53,0.2166666666666666,0.8333333333333334,2021,5,21,2,12,4,9,8,12,2,5,2,5,1,2,3,22,0.3809523809523809,2.0,1,Stanford ,24,57,20,43,4,14,2,2,8,37,15,1,5,18,17,54,0.0350877192982456,0.8333333333333334,8,14,8,14,1,3,1,1,1,9,3,1,3,6,4,17,0.0769230769230769,1.5,,65
131,Stanford ,24,57,20,43,4,14,2,2,8,37,15,1,5,18,17,54,0.0350877192982456,0.8333333333333334,2021,8,14,8,14,1,3,1,1,1,9,3,1,3,6,4,17,0.0769230769230769,1.5,0,Arizona ,17,60,11,38,6,22,13,18,5,22,5,12,2,6,11,53,0.2166666666666666,0.8333333333333334,5,21,2,12,4,9,8,12,2,5,2,5,1,2,3,22,0.3809523809523809,2.0,,65
132,Arizona ,28,61,15,32,13,29,5,12,4,22,16,13,3,7,12,74,0.081967213114754,2.2857142857142856,2021,12,21,6,9,6,12,1,3,2,7,4,5,2,2,3,31,0.125,4.0,1,Texas A&M ,24,51,22,43,2,8,9,13,3,28,10,2,1,18,10,59,0.1764705882352941,0.5555555555555556,8,13,7,11,1,2,4,4,1,10,5,1,1,3,3,17,0.4444444444444444,1.6666666666666667,,66
133,Texas A&M ,24,51,22,43,2,8,9,13,3,28,10,2,1,18,10,59,0.1764705882352941,0.5555555555555556,2021,8,13,7,11,1,2,4,4,1,10,5,1,1,3,3,17,0.4444444444444444,1.6666666666666667,0,Arizona ,28,61,15,32,13,29,5,12,4,22,16,13,3,7,12,74,0.081967213114754,2.2857142857142856,12,21,6,9,6,12,1,3,2,7,4,5,2,2,3,31,0.125,4.0,,66
134,Baylor ,26,66,24,57,2,9,13,20,16,24,13,6,5,12,15,67,0.1969696969696969,1.0833333333333333,2021,6,15,6,14,1,1,2,4,4,9,3,2,2,2,3,14,0.2222222222222222,3.0,1,Connecticut ,26,60,18,43,8,17,9,16,9,25,9,6,10,13,15,69,0.15,0.6923076923076923,10,22,7,15,3,7,5,6,3,6,4,3,5,4,4,28,0.3333333333333333,2.0,,67
135,Connecticut ,26,60,18,43,8,17,9,16,9,25,9,6,10,13,15,69,0.15,0.6923076923076923,2021,10,22,7,15,3,7,5,6,3,6,4,3,5,4,4,28,0.3333333333333333,2.0,0,Baylor ,26,66,24,57,2,9,13,20,16,24,13,6,5,12,15,67,0.1969696969696969,1.0833333333333333,6,15,6,14,1,1,2,4,4,9,3,2,2,2,3,14,0.2222222222222222,3.0,,67
136,Belmont ,24,58,18,38,6,20,10,12,6,10,13,11,2,6,14,64,0.1724137931034483,2.1666666666666665,2021,9,22,7,16,2,6,5,5,3,4,7,4,1,2,4,25,0.3333333333333333,2.0,1,Gonzaga ,23,42,18,27,5,15,8,14,9,26,16,5,2,19,14,59,0.1904761904761904,0.8421052631578947,7,11,7,8,1,4,5,6,3,6,6,1,1,6,3,17,0.8333333333333334,6.0,,68
137,Gonzaga ,23,42,18,27,5,15,8,14,9,26,16,5,2,19,14,59,0.1904761904761904,0.8421052631578947,2021,7,11,7,8,1,4,5,6,3,6,6,1,1,6,3,17,0.8333333333333334,6.0,0,Belmont ,24,58,18,38,6,20,10,12,6,10,13,11,2,6,14,64,0.1724137931034483,2.1666666666666665,9,22,7,16,2,6,5,5,3,4,7,4,1,2,4,25,0.3333333333333333,2.0,,68
138,Belmont ,20,63,15,37,5,26,3,5,10,22,9,3,4,13,22,48,0.0476190476190476,0.6923076923076923,2021,7,20,7,19,2,9,2,2,4,5,3,1,1,3,5,16,0.1,1.0,1,Indiana ,25,53,24,47,1,6,19,25,7,33,11,5,3,7,10,70,0.3584905660377358,1.5714285714285714,6,12,6,12,1,3,5,6,4,11,3,3,3,4,3,17,0.7142857142857143,2.0,,69
139,Indiana ,25,53,24,47,1,6,19,25,7,33,11,5,3,7,10,70,0.3584905660377358,1.5714285714285714,2021,6,12,6,12,1,3,5,6,4,11,3,3,3,4,3,17,0.7142857142857143,2.0,0,Belmont ,20,63,15,37,5,26,3,5,10,22,9,3,4,13,22,48,0.0476190476190476,0.6923076923076923,7,20,7,19,2,9,2,2,4,5,3,1,1,3,5,16,0.1,1.0,,69
140,Bradley ,21,53,16,36,5,17,15,21,10,23,9,4,8,14,20,62,0.2830188679245283,0.6428571428571429,2021,10,24,7,16,3,8,10,11,2,6,4,2,5,2,5,33,0.4166666666666667,4.0,1,Texas ,27,69,20,49,7,20,20,26,16,19,13,6,3,9,14,81,0.2898550724637681,1.4444444444444444,8,16,7,13,3,6,6,8,7,8,3,4,2,3,4,23,0.5454545454545454,1.5,,70
141,Texas ,27,69,20,49,7,20,20,26,16,19,13,6,3,9,14,81,0.2898550724637681,1.4444444444444444,2021,8,16,7,13,3,6,6,8,7,8,3,4,2,3,4,23,0.5454545454545454,1.5,0,Bradley ,21,53,16,36,5,17,15,21,10,23,9,4,8,14,20,62,0.2830188679245283,0.6428571428571429,10,24,7,16,3,8,10,11,2,6,4,2,5,2,5,33,0.4166666666666667,4.0,,70
142,Brigham Young ,18,51,13,33,5,18,5,7,7,28,8,3,4,13,17,46,0.0980392156862745,0.6153846153846154,2021,5,13,4,10,1,3,5,7,3,8,3,1,2,5,4,16,0.3846153846153846,0.6666666666666666,1,Arizona ,21,59,16,40,5,19,5,13,13,24,7,11,4,8,13,52,0.0847457627118644,0.875,7,16,6,11,2,7,2,4,5,8,3,4,2,3,5,17,0.5,2.0,,71
143,Arizona ,21,59,16,40,5,19,5,13,13,24,7,11,4,8,13,52,0.0847457627118644,0.875,2021,7,16,6,11,2,7,2,4,5,8,3,4,2,3,5,17,0.5,2.0,0,Brigham Young ,18,51,13,33,5,18,5,7,7,28,8,3,4,13,17,46,0.0980392156862745,0.6153846153846154,5,13,4,10,1,3,5,7,3,8,3,1,2,5,4,16,0.3846153846153846,0.6666666666666666,,71
144,Brigham Young ,20,54,11,31,9,23,20,23,13,16,14,7,3,18,18,69,0.3703703703703703,0.7777777777777778,2021,8,17,4,10,4,9,10,11,4,7,4,3,1,9,4,28,0.5882352941176471,2.0,1,Rutgers ,22,47,17,35,5,12,17,23,8,21,9,13,2,19,18,66,0.3617021276595745,0.4736842105263157,10,18,8,16,2,3,8,12,2,5,3,3,1,7,5,30,0.8,1.0,,72
145,Rutgers ,22,47,17,35,5,12,17,23,8,21,9,13,2,19,18,66,0.3617021276595745,0.4736842105263157,2021,10,18,8,16,2,3,8,12,2,5,3,3,1,7,5,30,0.8,1.0,0,Brigham Young ,20,54,11,31,9,23,20,23,13,16,14,7,3,18,18,69,0.3703703703703703,0.7777777777777778,8,17,4,10,4,9,10,11,4,7,4,3,1,9,4,28,0.5882352941176471,2.0,,72
146,Central Florida ,21,57,18,44,3,13,6,12,13,22,10,5,2,19,22,51,0.1052631578947368,0.5263157894736842,2021,5,11,5,11,1,3,4,8,9,6,5,2,0,4,5,14,0.3636363636363636,1.6666666666666667,1,Northwestern ,22,43,19,33,3,10,15,21,2,19,19,8,7,13,14,62,0.3488372093023256,1.4615384615384617,9,16,8,14,1,4,6,6,1,6,8,2,2,4,5,25,0.375,3.0,,73
147,Northwestern ,22,43,19,33,3,10,15,21,2,19,19,8,7,13,14,62,0.3488372093023256,1.4615384615384617,2021,9,16,8,14,1,4,6,6,1,6,8,2,2,4,5,25,0.375,3.0,0,Central Florida ,21,57,18,44,3,13,6,12,13,22,10,5,2,19,22,51,0.1052631578947368,0.5263157894736842,5,11,5,11,1,3,4,8,9,6,5,2,0,4,5,14,0.3636363636363636,1.6666666666666667,,73
148,Central Michigan ,25,65,15,38,10,27,12,17,7,25,10,8,1,11,17,72,0.1846153846153846,0.9090909090909092,2021,7,19,6,12,3,7,6,7,2,8,3,5,1,4,5,23,0.4285714285714285,3.0,1,Iowa ,31,65,22,42,9,23,16,18,6,30,17,8,2,12,15,87,0.2461538461538461,1.4166666666666667,10,18,10,18,3,8,4,5,3,9,7,2,1,3,4,23,0.5,2.333333333333333,,74
149,Iowa ,31,65,22,42,9,23,16,18,6,30,17,8,2,12,15,87,0.2461538461538461,1.4166666666666667,2021,10,18,10,18,3,8,4,5,3,9,7,2,1,3,4,23,0.5,2.333333333333333,0,Central Michigan ,25,65,15,38,10,27,12,17,7,25,10,8,1,11,17,72,0.1846153846153846,0.9090909090909092,7,19,6,12,3,7,6,7,2,8,3,5,1,4,5,23,0.4285714285714285,3.0,,74
150,Drexel ,24,66,21,48,3,18,2,2,14,16,13,10,2,11,17,53,0.0303030303030303,1.181818181818182,2021,10,22,8,15,2,7,2,2,6,4,5,2,2,3,4,22,0.1666666666666666,3.0,1,Georgia ,24,58,20,46,4,12,15,20,18,25,14,6,6,17,4,67,0.2586206896551724,0.8235294117647058,4,13,4,10,0,3,4,4,5,7,8,3,2,6,2,11,0.8,1.3333333333333333,,75
151,Georgia ,24,58,20,46,4,12,15,20,18,25,14,6,6,17,4,67,0.2586206896551724,0.8235294117647058,2021,4,13,4,10,0,3,4,4,5,7,8,3,2,6,2,11,0.8,1.3333333333333333,0,Drexel ,24,66,21,48,3,18,2,2,14,16,13,10,2,11,17,53,0.0303030303030303,1.181818181818182,10,22,8,15,2,7,2,2,6,4,5,2,2,3,4,22,0.1666666666666666,3.0,,75
152,Florida Gulf Coast ,26,61,17,32,9,29,5,11,5,14,8,8,3,9,21,66,0.081967213114754,0.8888888888888888,2021,10,24,8,14,2,10,3,5,2,3,3,4,3,3,5,25,0.5,3.0,1,Michigan ,31,57,23,37,8,20,17,23,10,28,15,4,4,15,14,87,0.2982456140350877,1.0,12,16,12,14,2,6,8,8,3,10,6,2,1,5,4,28,0.8,2.0,,76
153,Michigan ,31,57,23,37,8,20,17,23,10,28,15,4,4,15,14,87,0.2982456140350877,1.0,2021,12,16,12,14,2,6,8,8,3,10,6,2,1,5,4,28,0.8,2.0,0,Florida Gulf Coast ,26,61,17,32,9,29,5,11,5,14,8,8,3,9,21,66,0.081967213114754,0.8888888888888888,10,24,8,14,2,10,3,5,2,3,3,4,3,3,5,25,0.5,3.0,,76
154,Florida State ,22,62,14,43,8,19,7,8,3,19,13,6,6,10,14,59,0.1129032258064516,1.3,2021,6,16,4,12,3,7,3,4,1,5,2,2,2,2,5,17,0.4,2.0,1,Oregon State ,32,58,25,43,7,15,12,16,8,30,15,6,3,12,12,83,0.2068965517241379,1.25,8,17,8,17,3,5,5,6,2,6,5,2,2,4,2,24,0.6666666666666666,1.0,,77
155,Oregon State ,32,58,25,43,7,15,12,16,8,30,15,6,3,12,12,83,0.2068965517241379,1.25,2021,8,17,8,17,3,5,5,6,2,6,5,2,2,4,2,24,0.6666666666666666,1.0,0,Florida State ,22,62,14,43,8,19,7,8,3,19,13,6,6,10,14,59,0.1129032258064516,1.3,6,16,4,12,3,7,3,4,1,5,2,2,2,2,5,17,0.4,2.0,,77
156,Georgia Tech ,27,59,21,47,6,12,5,7,9,16,12,7,0,12,10,65,0.0847457627118644,1.0,2021,8,15,6,14,2,4,2,2,3,5,5,3,0,5,3,20,0.2,1.6666666666666667,1,South Carolina ,31,55,23,41,8,14,6,6,7,22,16,5,3,11,8,76,0.109090909090909,1.4545454545454546,6,13,6,9,5,6,2,2,4,5,7,2,2,3,2,17,0.2857142857142857,3.5,,78
157,South Carolina ,31,55,23,41,8,14,6,6,7,22,16,5,3,11,8,76,0.109090909090909,1.4545454545454546,2021,6,13,6,9,5,6,2,2,4,5,7,2,2,3,2,17,0.2857142857142857,3.5,0,Georgia Tech ,27,59,21,47,6,12,5,7,9,16,12,7,0,12,10,65,0.0847457627118644,1.0,8,15,6,14,2,4,2,2,3,5,5,3,0,5,3,20,0.2,1.6666666666666667,,78
158,Georgia Tech ,29,56,23,42,6,14,9,13,11,20,11,7,4,14,10,73,0.1607142857142857,0.7857142857142857,2021,10,17,10,16,4,9,2,3,4,8,4,3,2,4,3,22,1.0,1.3333333333333333,1,West Virginia ,21,48,17,33,4,15,10,12,6,16,12,7,4,14,16,56,0.2083333333333333,0.8571428571428571,5,11,5,10,1,6,4,4,2,7,5,2,3,4,5,13,0.3636363636363636,1.5,,79
159,West Virginia ,21,48,17,33,4,15,10,12,6,16,12,7,4,14,16,56,0.2083333333333333,0.8571428571428571,2021,5,11,5,10,1,6,4,4,2,7,5,2,3,4,5,13,0.3636363636363636,1.5,0,Georgia Tech ,29,56,23,42,6,14,9,13,11,20,11,7,4,14,10,73,0.1607142857142857,0.7857142857142857,10,17,10,16,4,9,2,3,4,8,4,3,2,4,3,22,1.0,1.3333333333333333,,79
160,High Point ,20,61,11,27,9,34,10,15,3,17,10,4,0,11,19,59,0.1639344262295081,0.9090909090909092,2021,4,19,2,6,2,13,4,7,1,7,6,1,0,3,4,14,0.3636363636363636,3.0,1,Connecticut ,42,71,39,62,3,9,15,20,14,37,23,7,5,11,16,102,0.2112676056338028,2.090909090909091,9,17,9,17,1,3,5,6,3,9,6,4,2,3,3,24,0.3846153846153846,4.0,,80
161,Connecticut ,42,71,39,62,3,9,15,20,14,37,23,7,5,11,16,102,0.2112676056338028,2.090909090909091,2021,9,17,9,17,1,3,5,6,3,9,6,4,2,3,3,24,0.3846153846153846,4.0,0,High Point ,20,61,11,27,9,34,10,15,3,17,10,4,0,11,19,59,0.1639344262295081,0.9090909090909092,4,19,2,6,2,13,4,7,1,7,6,1,0,3,4,14,0.3636363636363636,3.0,,80
162,Idaho State ,22,57,15,35,7,22,12,18,7,24,10,13,5,17,16,63,0.2105263157894736,0.5882352941176471,2021,7,15,7,10,4,10,5,6,2,10,3,4,5,4,5,16,0.5,2.0,1,Kentucky ,24,63,16,45,8,18,15,18,15,29,13,12,3,19,13,71,0.238095238095238,0.6842105263157895,5,12,4,8,2,4,3,4,4,5,5,4,1,4,3,14,0.2727272727272727,1.6666666666666667,,81
163,Kentucky ,24,63,16,45,8,18,15,18,15,29,13,12,3,19,13,71,0.238095238095238,0.6842105263157895,2021,5,12,4,8,2,4,3,4,4,5,5,4,1,4,3,14,0.2727272727272727,1.6666666666666667,0,Idaho State ,22,57,15,35,7,22,12,18,7,24,10,13,5,17,16,63,0.2105263157894736,0.5882352941176471,7,15,7,10,4,10,5,6,2,10,3,4,5,4,5,16,0.5,2.0,,81
164,Indiana ,20,55,20,46,0,9,13,17,5,26,9,2,6,9,15,53,0.2363636363636363,1.0,2021,9,15,9,15,0,3,4,5,2,7,4,1,5,5,5,20,0.5,1.5,1,Arizona ,24,61,15,40,9,21,9,13,10,29,9,4,6,8,15,66,0.1475409836065573,1.125,12,20,7,14,5,6,4,5,4,9,4,2,2,4,5,33,0.3333333333333333,1.3333333333333333,,82
165,Arizona ,24,61,15,40,9,21,9,13,10,29,9,4,6,8,15,66,0.1475409836065573,1.125,2021,12,20,7,14,5,6,4,5,4,9,4,2,2,4,5,33,0.3333333333333333,1.3333333333333333,0,Indiana ,20,55,20,46,0,9,13,17,5,26,9,2,6,9,15,53,0.2363636363636363,1.0,9,15,9,15,0,3,4,5,2,7,4,1,5,5,5,20,0.5,1.5,,82
166,Indiana ,31,65,29,51,2,14,9,17,8,27,13,10,2,9,15,73,0.1384615384615384,1.4444444444444444,2021,8,15,8,13,1,6,3,5,3,12,5,4,2,3,5,17,0.2,5.0,1,NC State ,28,56,19,37,9,19,5,7,0,28,15,1,1,17,16,70,0.0892857142857142,0.8823529411764706,8,15,6,11,3,5,2,3,0,12,5,1,1,5,5,18,0.1538461538461538,1.5,,83
167,NC State ,28,56,19,37,9,19,5,7,0,28,15,1,1,17,16,70,0.0892857142857142,0.8823529411764706,2021,8,15,6,11,3,5,2,3,0,12,5,1,1,5,5,18,0.1538461538461538,1.5,0,Indiana ,31,65,29,51,2,14,9,17,8,27,13,10,2,9,15,73,0.1384615384615384,1.4444444444444444,8,15,8,13,1,6,3,5,3,12,5,4,2,3,5,17,0.2,5.0,,83
168,Iowa ,26,60,14,31,12,29,8,9,6,15,18,6,3,15,7,72,0.1333333333333333,1.2,2021,7,21,7,11,4,12,5,5,2,5,5,2,1,5,2,21,0.5555555555555556,1.6666666666666667,1,Connecticut ,40,73,30,50,10,23,2,3,14,27,30,6,6,12,8,92,0.0273972602739726,2.5,12,23,9,14,3,9,2,2,6,8,10,2,2,4,2,27,0.1111111111111111,4.0,,84
169,Connecticut ,40,73,30,50,10,23,2,3,14,27,30,6,6,12,8,92,0.0273972602739726,2.5,2021,12,23,9,14,3,9,2,2,6,8,10,2,2,4,2,27,0.1111111111111111,4.0,0,Iowa ,26,60,14,31,12,29,8,9,6,15,18,6,3,15,7,72,0.1333333333333333,1.2,7,21,7,11,4,12,5,5,2,5,5,2,1,5,2,21,0.5555555555555556,1.6666666666666667,,84
170,Iowa ,35,61,25,42,10,19,6,6,8,26,14,4,4,15,11,86,0.0983606557377049,0.9333333333333332,2021,13,21,7,12,6,12,3,3,3,7,7,2,1,5,4,35,0.1428571428571428,1.4,1,Kentucky ,26,74,19,47,7,27,13,16,19,14,13,13,4,7,13,72,0.1756756756756756,1.8571428571428568,8,21,4,9,5,12,7,9,5,3,8,6,3,2,3,28,0.6666666666666666,2.0,,85
171,Kentucky ,26,74,19,47,7,27,13,16,19,14,13,13,4,7,13,72,0.1756756756756756,1.8571428571428568,2021,8,21,4,9,5,12,7,9,5,3,8,6,3,2,3,28,0.6666666666666666,2.0,0,Iowa ,35,61,25,42,10,19,6,6,8,26,14,4,4,15,11,86,0.0983606557377049,0.9333333333333332,13,21,7,12,6,12,3,3,3,7,7,2,1,5,4,35,0.1428571428571428,1.4,,85
172,Iowa State ,26,64,10,34,16,30,14,15,10,35,20,3,1,21,12,82,0.21875,0.9523809523809524,2021,9,23,5,16,4,8,10,11,3,15,9,1,0,5,3,32,0.5,1.8,1,Texas A&M ,36,83,32,64,4,19,8,12,13,23,16,5,11,7,20,84,0.0963855421686747,2.2857142857142856,16,28,14,21,2,7,3,5,6,8,7,1,4,3,4,35,0.25,2.333333333333333,,86
173,Texas A&M ,36,83,32,64,4,19,8,12,13,23,16,5,11,7,20,84,0.0963855421686747,2.2857142857142856,2021,16,28,14,21,2,7,3,5,6,8,7,1,4,3,4,35,0.25,2.333333333333333,0,Iowa State ,26,64,10,34,16,30,14,15,10,35,20,3,1,21,12,82,0.21875,0.9523809523809524,9,23,5,16,4,8,10,11,3,15,9,1,0,5,3,32,0.5,1.8,,86
174,Jackson State ,21,68,19,49,2,19,8,18,13,21,7,13,5,20,19,52,0.1176470588235294,0.35,2021,7,18,7,16,1,6,4,6,8,6,2,3,3,5,4,15,0.3333333333333333,0.5,1,Baylor ,38,77,32,62,6,15,19,27,18,36,17,15,8,16,15,101,0.2467532467532467,1.0625,9,14,8,10,3,4,6,6,2,9,4,3,2,3,2,24,1.2,4.0,,87
175,Baylor ,38,77,32,62,6,15,19,27,18,36,17,15,8,16,15,101,0.2467532467532467,1.0625,2021,9,14,8,10,3,4,6,6,2,9,4,3,2,3,2,24,1.2,4.0,0,Jackson State ,21,68,19,49,2,19,8,18,13,21,7,13,5,20,19,52,0.1176470588235294,0.35,7,18,7,16,1,6,4,6,8,6,2,3,3,5,4,15,0.3333333333333333,0.5,,87
176,Lehigh ,19,62,9,32,10,30,5,6,5,18,11,7,2,18,10,53,0.0806451612903225,0.6111111111111112,2021,6,16,5,11,3,6,2,2,3,4,6,2,1,6,3,14,0.25,1.0,1,West Virginia ,30,55,22,40,8,15,9,11,6,33,15,11,4,19,9,77,0.1636363636363636,0.7894736842105263,9,15,7,10,6,8,4,4,3,8,5,4,2,5,3,26,0.4,1.6666666666666667,,88
177,West Virginia ,30,55,22,40,8,15,9,11,6,33,15,11,4,19,9,77,0.1636363636363636,0.7894736842105263,2021,9,15,7,10,6,8,4,4,3,8,5,4,2,5,3,26,0.4,1.6666666666666667,0,Lehigh ,19,62,9,32,10,30,5,6,5,18,11,7,2,18,10,53,0.0806451612903225,0.6111111111111112,6,16,5,11,3,6,2,2,3,4,6,2,1,6,3,14,0.25,1.0,,88
178,Louisville ,26,64,16,45,10,19,1,4,11,23,11,5,3,10,17,63,0.015625,1.1,2021,9,20,3,12,6,8,1,2,4,5,3,2,1,3,4,24,0.1666666666666666,3.0,1,Stanford ,30,68,23,51,7,17,11,17,16,27,16,8,7,8,6,78,0.1617647058823529,2.0,6,20,5,15,2,5,8,9,4,8,5,4,4,2,3,21,0.5714285714285714,2.5,,89
179,Stanford ,30,68,23,51,7,17,11,17,16,27,16,8,7,8,6,78,0.1617647058823529,2.0,2021,6,20,5,15,2,5,8,9,4,8,5,4,4,2,3,21,0.5714285714285714,2.5,0,Louisville ,26,64,16,45,10,19,1,4,11,23,11,5,3,10,17,63,0.015625,1.1,9,20,3,12,6,8,1,2,4,5,3,2,1,3,4,24,0.1666666666666666,3.0,,89
180,Marist ,13,56,8,37,5,19,12,20,9,24,12,3,3,20,10,43,0.2142857142857142,0.6,2021,2,12,2,8,2,8,2,4,4,5,4,2,3,4,4,8,0.4,2.0,1,Louisville ,28,63,18,33,10,30,8,8,8,30,16,11,8,16,23,74,0.1269841269841269,1.0,7,16,5,8,3,8,2,2,3,4,4,2,1,4,3,17,0.2,2.0,,90
181,Louisville ,28,63,18,33,10,30,8,8,8,30,16,11,8,16,23,74,0.1269841269841269,1.0,2021,7,16,5,8,3,8,2,2,3,4,4,2,1,4,3,17,0.2,2.0,0,Marist ,13,56,8,37,5,19,12,20,9,24,12,3,3,20,10,43,0.2142857142857142,0.6,2,12,2,8,2,8,2,4,4,5,4,2,3,4,4,8,0.4,2.0,,90
182,Marquette ,26,54,22,42,4,12,7,11,4,24,17,5,0,14,17,63,0.1296296296296296,1.2142857142857142,2021,8,14,6,14,2,4,3,5,2,7,5,3,0,4,5,18,0.2857142857142857,5.0,1,Virginia Tech ,26,60,22,43,4,17,14,17,9,22,17,6,3,12,13,70,0.2333333333333333,1.4166666666666667,11,19,11,19,1,7,4,4,4,6,5,1,3,5,3,23,0.5,4.0,,91
183,Virginia Tech ,26,60,22,43,4,17,14,17,9,22,17,6,3,12,13,70,0.2333333333333333,1.4166666666666667,2021,11,19,11,19,1,7,4,4,4,6,5,1,3,5,3,23,0.5,4.0,0,Marquette ,26,54,22,42,4,12,7,11,4,24,17,5,0,14,17,63,0.1296296296296296,1.2142857142857142,8,14,6,14,2,4,3,5,2,7,5,3,0,4,5,18,0.2857142857142857,5.0,,91
184,Mercer ,24,65,21,54,3,11,2,3,7,18,14,9,4,12,21,53,0.0307692307692307,1.1666666666666667,2021,7,19,6,18,2,5,2,2,3,6,4,4,1,4,4,15,0.1052631578947368,3.0,1,South Carolina ,28,62,25,48,3,14,20,28,19,31,12,8,4,17,11,79,0.3225806451612903,0.7058823529411765,8,13,7,10,1,3,6,7,9,9,4,4,1,4,4,20,0.6,4.0,,92
185,South Carolina ,28,62,25,48,3,14,20,28,19,31,12,8,4,17,11,79,0.3225806451612903,0.7058823529411765,2021,8,13,7,10,1,3,6,7,9,9,4,4,1,4,4,20,0.6,4.0,0,Mercer ,24,65,21,54,3,11,2,3,7,18,14,9,4,12,21,53,0.0307692307692307,1.1666666666666667,7,19,6,18,2,5,2,2,3,6,4,4,1,4,4,15,0.1052631578947368,3.0,,92
186,Michigan ,29,62,20,39,9,23,8,11,6,23,17,6,2,19,19,75,0.1290322580645161,0.8947368421052632,2021,9,15,8,13,3,6,4,4,3,6,5,2,1,6,4,23,0.2666666666666666,2.0,1,Baylor ,32,64,29,54,3,10,11,17,7,25,18,8,2,16,15,78,0.171875,1.125,11,18,10,15,1,3,3,4,2,6,9,2,2,4,3,24,0.375,4.0,,93
187,Baylor ,32,64,29,54,3,10,11,17,7,25,18,8,2,16,15,78,0.171875,1.125,2021,11,18,10,15,1,3,3,4,2,6,9,2,2,4,3,24,0.375,4.0,0,Michigan ,29,62,20,39,9,23,8,11,6,23,17,6,2,19,19,75,0.1290322580645161,0.8947368421052632,9,15,8,13,3,6,4,4,3,6,5,2,1,6,4,23,0.2666666666666666,2.0,,93
188,Michigan ,23,60,17,40,6,20,18,22,11,26,13,13,1,13,10,70,0.3,1.0,2021,8,15,8,15,4,6,11,11,6,9,5,5,1,6,3,23,0.7857142857142857,3.0,1,Tennessee ,21,62,19,48,2,14,11,14,14,23,5,8,7,16,17,55,0.1774193548387097,0.3125,5,17,5,14,1,4,4,4,5,7,2,2,4,6,4,12,0.5,1.0,,94
189,Tennessee ,21,62,19,48,2,14,11,14,14,23,5,8,7,16,17,55,0.1774193548387097,0.3125,2021,5,17,5,14,1,4,4,4,5,7,2,2,4,6,4,12,0.5,1.0,0,Michigan ,23,60,17,40,6,20,18,22,11,26,13,13,1,13,10,70,0.3,1.0,8,15,8,15,4,6,11,11,6,9,5,5,1,6,3,23,0.7857142857142857,3.0,,94
