,TEAM,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,FT/FGA,AST/TOV,YEAR,FG%,2P%,3P%,FT%,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,FG%_MAX,2P%_MAX,3P%_MAX,FT%_MAX,TEAM_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,FT/FGA_OPP,AST/TOV_OPP,FG%_OPP,2P%_OPP,3P%_OPP,FT%_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,FG%_MAX_OPP,2P%_MAX_OPP,3P%_MAX_OPP,FT%_MAX_OPP,GAME_ID
100,Quinnipiac ,20,25,11,18,16,8,4,11,22,0.3278688524590163,1.4545454545454546,2018,0.45901639344262296,0.6,0.3225806451612903,0.8,7,8,4,6,9,3,3,4,4,19,0.7777777777777778,3.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,1.0,Miami ,16,28,16,23,11,7,3,16,25,0.2666666666666666,0.6875,0.45,0.4716981132075472,0.2857142857142857,0.5714285714285714,5,8,7,9,6,3,1,4,5,21,0.5,0.5,0.8,0.8,0.5,0.6666666666666666,50
101,Miami ,16,28,16,23,11,7,3,16,25,0.2666666666666666,0.6875,2018,0.45,0.4716981132075472,0.2857142857142857,0.5714285714285714,5,8,7,9,6,3,1,4,5,21,0.5,0.5,0.8,0.8,0.5,0.6666666666666666,Quinnipiac ,20,25,11,18,16,8,4,11,22,0.3278688524590163,1.4545454545454546,0.45901639344262296,0.6,0.3225806451612903,0.8,7,8,4,6,9,3,3,4,4,19,0.7777777777777778,3.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,1.0,50
102,Saint Francis ,6,8,8,20,9,6,3,18,17,0.074074074074074,0.5,2018,0.2222222222222222,0.3333333333333333,0.17543859649122806,0.75,3,3,1,5,2,2,2,4,4,11,0.25,2.0,0.5,0.8,0.25,1.0,Connecticut ,14,19,14,51,38,12,4,10,7,0.1538461538461538,3.8,0.6483516483516484,0.7083333333333334,0.42105263157894735,0.7368421052631579,3,4,2,9,10,4,2,4,1,25,0.6666666666666666,10.0,0.875,0.875,0.5714285714285714,1.0,51
103,Connecticut ,14,19,14,51,38,12,4,10,7,0.1538461538461538,3.8,2018,0.6483516483516484,0.7083333333333334,0.42105263157894735,0.7368421052631579,3,4,2,9,10,4,2,4,1,25,0.6666666666666666,10.0,0.875,0.875,0.5714285714285714,1.0,Saint Francis ,6,8,8,20,9,6,3,18,17,0.074074074074074,0.5,0.2222222222222222,0.3333333333333333,0.17543859649122806,0.75,3,3,1,5,2,2,2,4,4,11,0.25,2.0,0.5,0.8,0.25,1.0,51
104,Seattle ,4,4,5,19,8,3,0,13,14,0.064516129032258,0.6153846153846154,2018,0.3225806451612903,0.4418604651162791,0.05263157894736842,1.0,2,2,2,6,4,1,0,4,3,14,0.1176470588235294,1.0,0.5555555555555556,0.75,0.0,1.0,Oregon ,9,11,12,29,23,9,4,9,11,0.1285714285714285,2.555555555555556,0.5285714285714286,0.6037735849056604,0.29411764705882354,0.8181818181818182,6,6,2,8,11,3,1,2,3,19,0.6,5.5,0.7142857142857143,1.0,0.5,1.0,52
105,Oregon ,9,11,12,29,23,9,4,9,11,0.1285714285714285,2.555555555555556,2018,0.5285714285714286,0.6037735849056604,0.29411764705882354,0.8181818181818182,6,6,2,8,11,3,1,2,3,19,0.6,5.5,0.7142857142857143,1.0,0.5,1.0,Seattle ,4,4,5,19,8,3,0,13,14,0.064516129032258,0.6153846153846154,0.3225806451612903,0.4418604651162791,0.05263157894736842,1.0,2,2,2,6,4,1,0,4,3,14,0.1176470588235294,1.0,0.5555555555555556,0.75,0.0,1.0,52
106,South Carolina ,8,13,8,16,10,5,1,13,12,0.1428571428571428,0.7692307692307693,2018,0.5,0.5510204081632653,0.14285714285714285,0.6153846153846154,5,8,4,4,2,2,1,3,2,27,0.2777777777777778,1.0,0.7,1.0,0.25,0.625,Connecticut ,8,8,7,18,25,7,3,7,12,0.1269841269841269,3.571428571428572,0.5873015873015873,0.5813953488372093,0.6,1.0,3,3,3,4,7,2,1,2,4,23,0.3,7.0,0.6875,0.7,0.7142857142857143,1.0,53
107,Connecticut ,8,8,7,18,25,7,3,7,12,0.1269841269841269,3.571428571428572,2018,0.5873015873015873,0.5813953488372093,0.6,1.0,3,3,3,4,7,2,1,2,4,23,0.3,7.0,0.6875,0.7,0.7142857142857143,1.0,South Carolina ,8,13,8,16,10,5,1,13,12,0.1428571428571428,0.7692307692307693,0.5,0.5510204081632653,0.14285714285714285,0.6153846153846154,5,8,4,4,2,2,1,3,2,27,0.2777777777777778,1.0,0.7,1.0,0.25,0.625,53
108,Stanford ,8,11,8,18,11,7,5,19,15,0.1509433962264151,0.5789473684210527,2018,0.4339622641509434,0.4864864864864865,0.3125,0.7272727272727273,6,6,3,4,5,2,1,3,3,15,1.0,1.6666666666666667,1.0,1.0,0.5,1.0,Louisville ,14,18,12,18,17,9,2,11,12,0.21875,1.5454545454545454,0.515625,0.574468085106383,0.35294117647058826,0.7777777777777778,7,7,5,6,5,2,1,3,2,24,0.8,2.0,0.8,1.0,0.5,1.0,54
109,Louisville ,14,18,12,18,17,9,2,11,12,0.21875,1.5454545454545454,2018,0.515625,0.574468085106383,0.35294117647058826,0.7777777777777778,7,7,5,6,5,2,1,3,2,24,0.8,2.0,0.8,1.0,0.5,1.0,Stanford ,8,11,8,18,11,7,5,19,15,0.1509433962264151,0.5789473684210527,0.4339622641509434,0.4864864864864865,0.3125,0.7272727272727273,6,6,3,4,5,2,1,3,3,15,1.0,1.6666666666666667,1.0,1.0,0.5,1.0,54
110,Texas A&M ,11,20,14,18,17,3,6,10,14,0.1549295774647887,1.7,2018,0.4647887323943662,0.4642857142857143,0.4666666666666667,0.55,8,13,8,6,7,2,3,4,4,31,0.3333333333333333,3.0,0.5714285714285714,0.5555555555555556,0.6666666666666666,0.6153846153846154,Notre Dame ,6,8,9,24,26,5,3,8,15,0.0857142857142857,3.25,0.5285714285714286,0.5192307692307693,0.5555555555555556,0.75,4,4,3,8,9,3,2,3,4,27,0.1739130434782608,5.0,0.6666666666666666,0.6666666666666666,0.6363636363636364,1.0,55
111,Notre Dame ,6,8,9,24,26,5,3,8,15,0.0857142857142857,3.25,2018,0.5285714285714286,0.5192307692307693,0.5555555555555556,0.75,4,4,3,8,9,3,2,3,4,27,0.1739130434782608,5.0,0.6666666666666666,0.6666666666666666,0.6363636363636364,1.0,Texas A&M ,11,20,14,18,17,3,6,10,14,0.1549295774647887,1.7,0.4647887323943662,0.4642857142857143,0.4666666666666667,0.55,8,13,8,6,7,2,3,4,4,31,0.3333333333333333,3.0,0.5714285714285714,0.5555555555555556,0.6666666666666666,0.6153846153846154,55
112,UCLA ,17,20,10,16,11,4,3,9,22,0.2537313432835821,1.2222222222222223,2018,0.373134328358209,0.3958333333333333,0.3157894736842105,0.85,10,12,3,7,5,3,1,3,5,23,0.5555555555555556,5.0,0.6666666666666666,0.75,0.5,1.0,Mississippi State ,23,27,11,26,15,4,6,10,14,0.396551724137931,1.5,0.5,0.4666666666666667,0.6153846153846154,0.8518518518518519,9,11,8,13,5,2,4,3,4,24,0.7777777777777778,2.5,0.75,0.6923076923076923,1.0,1.0,56
113,Mississippi State ,23,27,11,26,15,4,6,10,14,0.396551724137931,1.5,2018,0.5,0.4666666666666667,0.6153846153846154,0.8518518518518519,9,11,8,13,5,2,4,3,4,24,0.7777777777777778,2.5,0.75,0.6923076923076923,1.0,1.0,UCLA ,17,20,10,16,11,4,3,9,22,0.2537313432835821,1.2222222222222223,0.373134328358209,0.3958333333333333,0.3157894736842105,0.85,10,12,3,7,5,3,1,3,5,23,0.5555555555555556,5.0,0.6666666666666666,0.75,0.5,1.0,56
114,UCLA ,11,20,11,23,13,12,2,14,14,0.1594202898550724,0.9285714285714286,2018,0.5072463768115942,0.5517241379310345,0.2727272727272727,0.55,5,9,4,5,8,5,2,7,3,22,0.2777777777777778,2.0,0.8,0.875,0.3333333333333333,1.0,Texas ,4,8,5,24,18,9,1,21,17,0.0634920634920634,0.8571428571428571,0.5079365079365079,0.5319148936170213,0.4375,0.5,3,4,3,8,5,3,1,5,3,20,0.2727272727272727,1.0,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.75,57
115,Texas ,4,8,5,24,18,9,1,21,17,0.0634920634920634,0.8571428571428571,2018,0.5079365079365079,0.5319148936170213,0.4375,0.5,3,4,3,8,5,3,1,5,3,20,0.2727272727272727,1.0,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.75,UCLA ,11,20,11,23,13,12,2,14,14,0.1594202898550724,0.9285714285714286,0.5072463768115942,0.5517241379310345,0.2727272727272727,0.55,5,9,4,5,8,5,2,7,3,22,0.2777777777777778,2.0,0.8,0.875,0.3333333333333333,1.0,57
116,Villanova ,12,21,3,14,8,5,2,7,20,0.2222222222222222,1.1428571428571428,2018,0.46296296296296297,0.4411764705882353,0.5,0.5714285714285714,3,4,2,4,2,1,1,4,4,19,0.5,1.0,1.0,1.0,1.0,1.0,Notre Dame ,23,28,19,26,13,5,3,6,14,0.3333333333333333,2.1666666666666665,0.5217391304347826,0.5409836065573771,0.375,0.8214285714285714,8,8,5,7,4,3,1,1,2,25,0.5,4.0,0.8333333333333334,0.8333333333333334,0.5,1.0,58
117,Notre Dame ,23,28,19,26,13,5,3,6,14,0.3333333333333333,2.1666666666666665,2018,0.5217391304347826,0.5409836065573771,0.375,0.8214285714285714,8,8,5,7,4,3,1,1,2,25,0.5,4.0,0.8333333333333334,0.8333333333333334,0.5,1.0,Villanova ,12,21,3,14,8,5,2,7,20,0.2222222222222222,1.1428571428571428,0.46296296296296297,0.4411764705882353,0.5,0.5714285714285714,3,4,2,4,2,1,1,4,4,19,0.5,1.0,1.0,1.0,1.0,1.0,58
118,Villanova ,15,25,8,28,18,2,3,9,19,0.2459016393442623,2.0,2018,0.4098360655737705,0.391304347826087,0.42105263157894735,0.6,5,11,3,13,8,1,2,3,3,24,0.625,2.6666666666666665,0.5,0.5,0.5,1.0,South Dakota State ,17,22,4,28,13,6,5,9,21,0.2982456140350877,1.4444444444444444,0.47368421052631576,0.5853658536585366,0.1875,0.7727272727272727,5,6,2,7,3,2,1,3,4,25,0.6666666666666666,1.0,0.75,0.75,0.375,1.0,59
119,South Dakota State ,17,22,4,28,13,6,5,9,21,0.2982456140350877,1.4444444444444444,2018,0.47368421052631576,0.5853658536585366,0.1875,0.7727272727272727,5,6,2,7,3,2,1,3,4,25,0.6666666666666666,1.0,0.75,0.75,0.375,1.0,Villanova ,15,25,8,28,18,2,3,9,19,0.2459016393442623,2.0,0.4098360655737705,0.391304347826087,0.42105263157894735,0.6,5,11,3,13,8,1,2,3,3,24,0.625,2.6666666666666665,0.5,0.5,0.5,1.0,59
120,Virginia ,9,10,8,18,20,8,5,6,12,0.1363636363636363,3.333333333333333,2018,0.3939393939393939,0.40425531914893614,0.3684210526315789,0.9,6,6,3,4,7,3,2,2,4,13,0.4615384615384615,7.0,0.4444444444444444,0.5,0.6666666666666666,1.0,California ,5,8,6,25,14,4,5,14,20,0.0892857142857142,1.0,0.44642857142857145,0.46153846153846156,0.4117647058823529,0.625,4,6,3,7,8,1,3,3,4,20,0.4444444444444444,2.6666666666666665,0.6428571428571429,0.6363636363636364,0.6666666666666666,0.6666666666666666,60
121,California ,5,8,6,25,14,4,5,14,20,0.0892857142857142,1.0,2018,0.44642857142857145,0.46153846153846156,0.4117647058823529,0.625,4,6,3,7,8,1,3,3,4,20,0.4444444444444444,2.6666666666666665,0.6428571428571429,0.6363636363636364,0.6666666666666666,0.6666666666666666,Virginia ,9,10,8,18,20,8,5,6,12,0.1363636363636363,3.333333333333333,0.3939393939393939,0.40425531914893614,0.3684210526315789,0.9,6,6,3,4,7,3,2,2,4,13,0.4615384615384615,7.0,0.4444444444444444,0.5,0.6666666666666666,1.0,60
122,Virginia ,13,18,8,16,10,4,4,10,18,0.2280701754385964,1.0,2018,0.3157894736842105,0.2972972972972973,0.35,0.7222222222222222,4,4,3,4,4,1,2,2,5,16,0.5714285714285714,2.0,0.4,0.5,0.4444444444444444,1.0,South Carolina ,15,23,9,27,16,6,5,10,16,0.2777777777777778,1.6,0.42592592592592593,0.43902439024390244,0.38461538461538464,0.6521739130434783,9,11,4,7,6,2,3,4,3,25,0.5294117647058824,2.0,0.5,0.6,0.4,0.8181818181818182,61
123,South Carolina ,15,23,9,27,16,6,5,10,16,0.2777777777777778,1.6,2018,0.42592592592592593,0.43902439024390244,0.38461538461538464,0.6521739130434783,9,11,4,7,6,2,3,4,3,25,0.5294117647058824,2.0,0.5,0.6,0.4,0.8181818181818182,Virginia ,13,18,8,16,10,4,4,10,18,0.2280701754385964,1.0,0.3157894736842105,0.2972972972972973,0.35,0.7222222222222222,4,4,3,4,4,1,2,2,5,16,0.5714285714285714,2.0,0.4,0.5,0.4444444444444444,1.0,61
124,Western Kentucky ,10,16,7,18,9,7,3,6,18,0.1639344262295081,1.5,2018,0.32786885245901637,0.3076923076923077,0.36363636363636365,0.625,6,6,3,4,3,4,2,3,4,17,0.6666666666666666,3.0,0.3333333333333333,0.3333333333333333,0.5,1.0,Oregon State ,20,24,13,30,19,2,3,11,14,0.3508771929824561,1.7272727272727273,0.45614035087719296,0.47058823529411764,0.43478260869565216,0.8333333333333334,7,7,6,9,8,1,1,2,3,29,0.5714285714285714,1.5,0.7333333333333333,0.7333333333333333,0.6,1.0,62
125,Oregon State ,20,24,13,30,19,2,3,11,14,0.3508771929824561,1.7272727272727273,2018,0.45614035087719296,0.47058823529411764,0.43478260869565216,0.8333333333333334,7,7,6,9,8,1,1,2,3,29,0.5714285714285714,1.5,0.7333333333333333,0.7333333333333333,0.6,1.0,Western Kentucky ,10,16,7,18,9,7,3,6,18,0.1639344262295081,1.5,0.32786885245901637,0.3076923076923077,0.36363636363636365,0.625,6,6,3,4,3,4,2,3,4,17,0.6666666666666666,3.0,0.3333333333333333,0.3333333333333333,0.5,1.0,62
126,Alabama ,10,14,6,15,13,7,1,18,13,0.1851851851851851,0.7222222222222222,2021,0.42592592592592593,0.5,0.3333333333333333,0.7142857142857143,3,5,2,5,3,1,1,4,2,23,0.3333333333333333,1.0,0.5625,1.0,0.36363636363636365,1.0,Maryland ,9,13,11,24,22,13,4,13,18,0.1323529411764706,1.6923076923076923,0.6176470588235294,0.6862745098039216,0.4117647058823529,0.6923076923076923,2,2,2,5,8,4,1,4,4,13,0.2,4.0,0.625,0.625,0.6666666666666666,1.0,63
127,Maryland ,9,13,11,24,22,13,4,13,18,0.1323529411764706,1.6923076923076923,2021,0.6176470588235294,0.6862745098039216,0.4117647058823529,0.6923076923076923,2,2,2,5,8,4,1,4,4,13,0.2,4.0,0.625,0.625,0.6666666666666666,1.0,Alabama ,10,14,6,15,13,7,1,18,13,0.1851851851851851,0.7222222222222222,0.42592592592592593,0.5,0.3333333333333333,0.7142857142857143,3,5,2,5,3,1,1,4,2,23,0.3333333333333333,1.0,0.5625,1.0,0.36363636363636365,1.0,63
128,Arizona ,22,31,3,31,10,8,3,12,21,0.44,0.8333333333333334,2021,0.4,0.41935483870967744,0.3684210526315789,0.7096774193548387,8,11,1,6,4,3,1,3,5,26,1.5,2.0,0.5,0.6,0.5,1.0,Connecticut ,14,20,4,27,11,4,2,12,23,0.25,0.9166666666666666,0.35714285714285715,0.3409090909090909,0.4166666666666667,0.7,6,6,1,6,4,2,1,3,5,20,0.4615384615384615,1.5,0.5,0.5,1.0,1.0,64
129,Connecticut ,14,20,4,27,11,4,2,12,23,0.25,0.9166666666666666,2021,0.35714285714285715,0.3409090909090909,0.4166666666666667,0.7,6,6,1,6,4,2,1,3,5,20,0.4615384615384615,1.5,0.5,0.5,1.0,1.0,Arizona ,22,31,3,31,10,8,3,12,21,0.44,0.8333333333333334,0.4,0.41935483870967744,0.3684210526315789,0.7096774193548387,8,11,1,6,4,3,1,3,5,26,1.5,2.0,0.5,0.6,0.5,1.0,64
130,Arizona ,13,18,5,22,5,12,2,6,11,0.2166666666666666,0.8333333333333334,2021,0.2833333333333333,0.2894736842105263,0.2727272727272727,0.7222222222222222,8,12,2,5,2,5,1,2,3,22,0.3809523809523809,2.0,0.375,0.5,0.4444444444444444,0.6666666666666666,Stanford ,2,2,8,37,15,1,5,18,17,0.0350877192982456,0.8333333333333334,0.42105263157894735,0.46511627906976744,0.2857142857142857,1.0,1,1,1,9,3,1,3,6,4,17,0.0769230769230769,1.5,0.6666666666666666,1.0,0.5,1.0,65
131,Stanford ,2,2,8,37,15,1,5,18,17,0.0350877192982456,0.8333333333333334,2021,0.42105263157894735,0.46511627906976744,0.2857142857142857,1.0,1,1,1,9,3,1,3,6,4,17,0.0769230769230769,1.5,0.6666666666666666,1.0,0.5,1.0,Arizona ,13,18,5,22,5,12,2,6,11,0.2166666666666666,0.8333333333333334,0.2833333333333333,0.2894736842105263,0.2727272727272727,0.7222222222222222,8,12,2,5,2,5,1,2,3,22,0.3809523809523809,2.0,0.375,0.5,0.4444444444444444,0.6666666666666666,65
132,Arizona ,5,12,4,22,16,13,3,7,12,0.081967213114754,2.2857142857142856,2021,0.45901639344262296,0.46875,0.4482758620689655,0.4166666666666667,1,3,2,7,4,5,2,2,3,31,0.125,4.0,0.5714285714285714,0.6666666666666666,0.5,1.0,Texas A&M ,9,13,3,28,10,2,1,18,10,0.1764705882352941,0.5555555555555556,0.47058823529411764,0.5116279069767442,0.25,0.6923076923076923,4,4,1,10,5,1,1,3,3,17,0.4444444444444444,1.6666666666666667,0.625,0.6363636363636364,0.5,1.0,66
133,Texas A&M ,9,13,3,28,10,2,1,18,10,0.1764705882352941,0.5555555555555556,2021,0.47058823529411764,0.5116279069767442,0.25,0.6923076923076923,4,4,1,10,5,1,1,3,3,17,0.4444444444444444,1.6666666666666667,0.625,0.6363636363636364,0.5,1.0,Arizona ,5,12,4,22,16,13,3,7,12,0.081967213114754,2.2857142857142856,0.45901639344262296,0.46875,0.4482758620689655,0.4166666666666667,1,3,2,7,4,5,2,2,3,31,0.125,4.0,0.5714285714285714,0.6666666666666666,0.5,1.0,66
134,Baylor ,13,20,16,24,13,6,5,12,15,0.1969696969696969,1.0833333333333333,2021,0.3939393939393939,0.42105263157894735,0.2222222222222222,0.65,2,4,4,9,3,2,2,2,3,14,0.2222222222222222,3.0,1.0,1.0,1.0,1.0,Connecticut ,9,16,9,25,9,6,10,13,15,0.15,0.6923076923076923,0.43333333333333335,0.4186046511627907,0.47058823529411764,0.5625,5,6,3,6,4,3,5,4,4,28,0.3333333333333333,2.0,0.5,0.4666666666666667,0.6,0.8333333333333334,67
135,Connecticut ,9,16,9,25,9,6,10,13,15,0.15,0.6923076923076923,2021,0.43333333333333335,0.4186046511627907,0.47058823529411764,0.5625,5,6,3,6,4,3,5,4,4,28,0.3333333333333333,2.0,0.5,0.4666666666666667,0.6,0.8333333333333334,Baylor ,13,20,16,24,13,6,5,12,15,0.1969696969696969,1.0833333333333333,0.3939393939393939,0.42105263157894735,0.2222222222222222,0.65,2,4,4,9,3,2,2,2,3,14,0.2222222222222222,3.0,1.0,1.0,1.0,1.0,67
136,Belmont ,10,12,6,10,13,11,2,6,14,0.1724137931034483,2.1666666666666665,2021,0.41379310344827586,0.47368421052631576,0.3,0.8333333333333334,5,5,3,4,7,4,1,2,4,25,0.3333333333333333,2.0,0.5,0.5,0.5,1.0,Gonzaga ,8,14,9,26,16,5,2,19,14,0.1904761904761904,0.8421052631578947,0.5476190476190477,0.6666666666666666,0.3333333333333333,0.5714285714285714,5,6,3,6,6,1,1,6,3,17,0.8333333333333334,6.0,1.0,1.0,0.3333333333333333,0.8333333333333334,68
137,Gonzaga ,8,14,9,26,16,5,2,19,14,0.1904761904761904,0.8421052631578947,2021,0.5476190476190477,0.6666666666666666,0.3333333333333333,0.5714285714285714,5,6,3,6,6,1,1,6,3,17,0.8333333333333334,6.0,1.0,1.0,0.3333333333333333,0.8333333333333334,Belmont ,10,12,6,10,13,11,2,6,14,0.1724137931034483,2.1666666666666665,0.41379310344827586,0.47368421052631576,0.3,0.8333333333333334,5,5,3,4,7,4,1,2,4,25,0.3333333333333333,2.0,0.5,0.5,0.5,1.0,68
138,Belmont ,3,5,10,22,9,3,4,13,22,0.0476190476190476,0.6923076923076923,2021,0.31746031746031744,0.40540540540540543,0.19230769230769232,0.6,2,2,4,5,3,1,1,3,5,16,0.1,1.0,0.35,1.0,0.25,1.0,Indiana ,19,25,7,33,11,5,3,7,10,0.3584905660377358,1.5714285714285714,0.4716981132075472,0.5106382978723404,0.16666666666666666,0.76,5,6,4,11,3,3,3,4,3,17,0.7142857142857143,2.0,0.5714285714285714,0.5714285714285714,0.3333333333333333,1.0,69
139,Indiana ,19,25,7,33,11,5,3,7,10,0.3584905660377358,1.5714285714285714,2021,0.4716981132075472,0.5106382978723404,0.16666666666666666,0.76,5,6,4,11,3,3,3,4,3,17,0.7142857142857143,2.0,0.5714285714285714,0.5714285714285714,0.3333333333333333,1.0,Belmont ,3,5,10,22,9,3,4,13,22,0.0476190476190476,0.6923076923076923,0.31746031746031744,0.40540540540540543,0.19230769230769232,0.6,2,2,4,5,3,1,1,3,5,16,0.1,1.0,0.35,1.0,0.25,1.0,69
140,Bradley ,15,21,10,23,9,4,8,14,20,0.2830188679245283,0.6428571428571429,2021,0.39622641509433965,0.4444444444444444,0.29411764705882354,0.7142857142857143,10,11,2,6,4,2,5,2,5,33,0.4166666666666667,4.0,0.5,0.625,0.5,0.9090909090909091,Texas ,20,26,16,19,13,6,3,9,14,0.2898550724637681,1.4444444444444444,0.391304347826087,0.40816326530612246,0.35,0.7692307692307693,6,8,7,8,3,4,2,3,4,23,0.5454545454545454,1.5,0.7272727272727273,0.7777777777777778,0.5,1.0,70
141,Texas ,20,26,16,19,13,6,3,9,14,0.2898550724637681,1.4444444444444444,2021,0.391304347826087,0.40816326530612246,0.35,0.7692307692307693,6,8,7,8,3,4,2,3,4,23,0.5454545454545454,1.5,0.7272727272727273,0.7777777777777778,0.5,1.0,Bradley ,15,21,10,23,9,4,8,14,20,0.2830188679245283,0.6428571428571429,0.39622641509433965,0.4444444444444444,0.29411764705882354,0.7142857142857143,10,11,2,6,4,2,5,2,5,33,0.4166666666666667,4.0,0.5,0.625,0.5,0.9090909090909091,70
142,Brigham Young ,5,7,7,28,8,3,4,13,17,0.0980392156862745,0.6153846153846154,2021,0.35294117647058826,0.3939393939393939,0.2777777777777778,0.7142857142857143,5,7,3,8,3,1,2,5,4,16,0.3846153846153846,0.6666666666666666,1.0,1.0,0.3333333333333333,0.7142857142857143,Arizona ,5,13,13,24,7,11,4,8,13,0.0847457627118644,0.875,0.3559322033898305,0.4,0.2631578947368421,0.38461538461538464,2,4,5,8,3,4,2,3,5,17,0.5,2.0,0.5,0.5454545454545454,1.0,0.5,71
143,Arizona ,5,13,13,24,7,11,4,8,13,0.0847457627118644,0.875,2021,0.3559322033898305,0.4,0.2631578947368421,0.38461538461538464,2,4,5,8,3,4,2,3,5,17,0.5,2.0,0.5,0.5454545454545454,1.0,0.5,Brigham Young ,5,7,7,28,8,3,4,13,17,0.0980392156862745,0.6153846153846154,0.35294117647058826,0.3939393939393939,0.2777777777777778,0.7142857142857143,5,7,3,8,3,1,2,5,4,16,0.3846153846153846,0.6666666666666666,1.0,1.0,0.3333333333333333,0.7142857142857143,71
144,Brigham Young ,20,23,13,16,14,7,3,18,18,0.3703703703703703,0.7777777777777778,2021,0.37037037037037035,0.3548387096774194,0.391304347826087,0.8695652173913043,10,11,4,7,4,3,1,9,4,28,0.5882352941176471,2.0,1.0,1.0,0.4444444444444444,1.0,Rutgers ,17,23,8,21,9,13,2,19,18,0.3617021276595745,0.4736842105263157,0.46808510638297873,0.4857142857142857,0.4166666666666667,0.7391304347826086,8,12,2,5,3,3,1,7,5,30,0.8,1.0,0.7142857142857143,1.0,1.0,1.0,72
145,Rutgers ,17,23,8,21,9,13,2,19,18,0.3617021276595745,0.4736842105263157,2021,0.46808510638297873,0.4857142857142857,0.4166666666666667,0.7391304347826086,8,12,2,5,3,3,1,7,5,30,0.8,1.0,0.7142857142857143,1.0,1.0,1.0,Brigham Young ,20,23,13,16,14,7,3,18,18,0.3703703703703703,0.7777777777777778,0.37037037037037035,0.3548387096774194,0.391304347826087,0.8695652173913043,10,11,4,7,4,3,1,9,4,28,0.5882352941176471,2.0,1.0,1.0,0.4444444444444444,1.0,72
146,Central Florida ,6,12,13,22,10,5,2,19,22,0.1052631578947368,0.5263157894736842,2021,0.3684210526315789,0.4090909090909091,0.23076923076923078,0.5,4,8,9,6,5,2,0,4,5,14,0.3636363636363636,1.6666666666666667,0.5,0.5,1.0,0.5,Northwestern ,15,21,2,19,19,8,7,13,14,0.3488372093023256,1.4615384615384617,0.5116279069767442,0.5757575757575758,0.3,0.7142857142857143,6,6,1,6,8,2,2,4,5,25,0.375,3.0,1.0,1.0,0.5,1.0,73
147,Northwestern ,15,21,2,19,19,8,7,13,14,0.3488372093023256,1.4615384615384617,2021,0.5116279069767442,0.5757575757575758,0.3,0.7142857142857143,6,6,1,6,8,2,2,4,5,25,0.375,3.0,1.0,1.0,0.5,1.0,Central Florida ,6,12,13,22,10,5,2,19,22,0.1052631578947368,0.5263157894736842,0.3684210526315789,0.4090909090909091,0.23076923076923078,0.5,4,8,9,6,5,2,0,4,5,14,0.3636363636363636,1.6666666666666667,0.5,0.5,1.0,0.5,73
148,Central Michigan ,12,17,7,25,10,8,1,11,17,0.1846153846153846,0.9090909090909092,2021,0.38461538461538464,0.39473684210526316,0.37037037037037035,0.7058823529411765,6,7,2,8,3,5,1,4,5,23,0.4285714285714285,3.0,0.6,0.6,0.5,0.8571428571428571,Iowa ,16,18,6,30,17,8,2,12,15,0.2461538461538461,1.4166666666666667,0.47692307692307695,0.5238095238095238,0.391304347826087,0.8888888888888888,4,5,3,9,7,2,1,3,4,23,0.5,2.333333333333333,0.5555555555555556,0.625,0.5,1.0,74
149,Iowa ,16,18,6,30,17,8,2,12,15,0.2461538461538461,1.4166666666666667,2021,0.47692307692307695,0.5238095238095238,0.391304347826087,0.8888888888888888,4,5,3,9,7,2,1,3,4,23,0.5,2.333333333333333,0.5555555555555556,0.625,0.5,1.0,Central Michigan ,12,17,7,25,10,8,1,11,17,0.1846153846153846,0.9090909090909092,0.38461538461538464,0.39473684210526316,0.37037037037037035,0.7058823529411765,6,7,2,8,3,5,1,4,5,23,0.4285714285714285,3.0,0.6,0.6,0.5,0.8571428571428571,74
150,Drexel ,2,2,14,16,13,10,2,11,17,0.0303030303030303,1.181818181818182,2021,0.36363636363636365,0.4375,0.16666666666666666,1.0,2,2,6,4,5,2,2,3,4,22,0.1666666666666666,3.0,0.45454545454545453,0.5333333333333333,0.2857142857142857,1.0,Georgia ,15,20,18,25,14,6,6,17,4,0.2586206896551724,0.8235294117647058,0.41379310344827586,0.43478260869565216,0.3333333333333333,0.75,4,4,5,7,8,3,2,6,2,11,0.8,1.3333333333333333,0.4,0.4,0.0,1.0,75
